Id,Predicted
262,2831.848958333334
263,2040.6529017857147
264,2228.567708333333
265,2948.871683871683
266,2896.806175595238
267,2910.785392992424
268,2124.498697916666
269,2343.529135794761
270,2925.1612902773295
271,2442.3437499999995
272,2428.489583333334
273,3381.162574404762
274,2318.4083207458125
275,3444.431423611112
276,2746.164626197944
277,2237.2963169642853
278,3776.6021825396824
279,1640.8072916666665
280,3379.6075148809523
281,2453.203125
282,2361.2630208333335
283,3050.4428774350645
284,1447.0926339285713
285,2865.182291666667
286,3017.0125208992395
287,2944.546681616994
288,2608.6510169517983
289,2330.1450892857138
290,2246.6796875
291,2470.8565132783883
292,1838.8461343344152
293,4325.793904446247
294,2414.248511904762
295,3398.2366071428573
296,3465.8523854617597
297,1977.9055059523814
298,3125.5512152777783
299,2144.739583333333
300,3433.035404265873
301,1879.1976686507937
302,2281.8164062500005
303,2848.756510416667
304,1920.7978956807078
305,2026.9010416666667
306,2516.334855646792
307,2171.0329861111113
308,2319.087921626984
309,2232.905505952381
310,3369.075520833333
311,3572.3511904761904
312,3610.204613095238
313,2693.2213420938206
314,2068.203125
315,1778.108878968254
316,2491.40625
317,2006.9053819444448
318,2587.1686168604374
319,1823.4188988095239
320,3164.1732052669545
321,1864.396983225108
322,2311.58203125
323,2841.1258793290044
324,2341.7494419642862
325,2293.620721726191
326,3210.5372643849205
327,2920.8140275523087
328,1950.2300347222222
329,3513.0468749999995
330,1942.2767857142856
331,2155.738918199855
332,1958.6848958333333
333,2795.1376488095234
334,3126.3843730054664
335,3037.0461309523807
336,2320.528922032828
337,3044.813988095238
338,2721.5505219606775
339,2926.861049107143
340,2518.5416666666665
341,3190.017361111111
342,4598.1677827380945
343,3357.120535714286
344,2169.7972470238096
345,2119.79259672619
346,1627.890625
347,2117.245220057721
348,2642.4237351190473
349,4340.089172979797
350,1901.6936383928573
351,2611.458333333333
352,2272.9278273809523
353,1968.0776515151517
354,3092.4713936237376
355,2750.2638550685424
356,2065.7409528405624
357,2873.4073153409095
358,3884.761284722222
359,2195.331101190476
360,2527.6692708333335
361,2033.5725082209456
362,2136.71875
363,2185.950520833333
364,3455.994515467172
365,2654.5275297619046
366,3853.1994047619046
367,3085.5208333333335
368,3025.4135664682535
369,1977.9055059523814
370,1839.6614583333333
371,1947.437996031746
372,1612.5372023809523
373,2679.546440972222
374,2795.9837134883087
375,2255.2650669642862
376,2041.8528194895382
377,2224.739132395382
378,2382.3280582264956
379,2574.571242559523
380,3245.5729166666665
381,2438.785897453751
382,3498.3147321428573
383,2403.937562003968
384,1960.9207589285716
385,3368.7760416666665
386,2169.7972470238096
387,2598.7440814393935
388,2429.8102716829735
389,2259.3452380952376
390,2126.5538668209856
391,2215.803571428571
392,2934.660218253968
393,3273.580729166667
394,2230.9075901228334
395,2194.8879419191917
396,4188.001612103175
397,2508.5915440325393
398,2656.6634752859472
399,2649.609375
400,1740.1953125
401,1922.073228420885
402,2693.6755952380954
403,3218.310916514042
404,2450.9114583333335
405,2302.9682708784276
406,2175.1488095238096
407,2390.1302083333335
408,2275.7552083333335
409,2699.583333333333
410,2879.9184149184143
411,1926.8050482503609
412,2276.686789772727
413,2564.401041666667
414,3580.869115804082
415,2216.979166666667
416,1775.1322657377345
417,2524.3359375
418,2457.7083333333335
419,2503.6425781250005
420,1770.0576636904761
421,3066.087126848846
422,2181.0959201388882
423,3396.412957702021
424,2791.1504836309523
425,1749.2801339285713
426,2624.4791666666665
427,2065.729166666667
428,1661.5234375000002
429,2304.7916666666665
430,2717.9131285381295
431,1827.3649321598534
432,1959.0545150610699
433,2916.538543921357
434,2779.5293898809527
435,2546.7968750000005
436,3098.619791666667
437,2627.666480654762
438,3315.4371279761904
439,1998.3512819645632
440,2733.794832893553
441,3674.871651785714
442,3599.5622324723886
443,2043.4375
444,3517.0618010461762
445,2084.447713744589
446,2072.3214285714284
447,2298.0970982142853
448,3025.4135664682535
449,2523.603372847734
450,3493.1764632936506
451,2860.4544890873017
452,1868.5286458333333
453,2619.5874264624263
454,1813.4375
455,4035.5486147966617
456,2547.8637464059466
457,2727.8843955369266
458,2122.927150974026
459,2714.2578125
460,2774.7925685425685
461,2394.7916666666665
462,2423.479972718253
463,2371.1725860944616
464,3362.0721726190473
465,2103.333333333333
466,2702.960633116884
467,3154.2866443452376
468,2458.929294816703
469,2268.137090773809
470,2745.346996499067
471,3146.4809647817456
472,3382.296626984127
473,1877.629898313492
474,2276.6775173611113
475,2180.1171875
476,2454.53125
477,2973.2009548611118
478,2906.183035714286
479,1695.3524925595236
480,2496.981646825396
481,4503.151041666667
482,2241.672585227273
483,2045.1041666666667
484,3019.3684895833335
485,2293.0078125
486,2786.171875
487,2003.0904924068986
488,1883.0416046626983
489,4029.674479166667
490,3501.7410714285716
491,2348.730725369295
492,2407.047231197621
493,2020.873952436452
494,2624.010416666667
495,2474.328497023809
496,2668.684895833333
497,2383.3333333333335
498,2687.1330143266828
499,2059.464285714286
500,2579.4993179563494
501,1997.3484544968924
502,3088.9657738095248
503,2903.415150387807
504,2393.6842519459706
505,2256.09375
506,2748.136160714286
507,2277.3065476190477
508,2331.3783482142862
509,2402.112913128538
510,3593.201574900794
511,1874.310515873016
512,2538.115699404762
513,2126.7708333333335
514,3640.50674802628
515,2855.4371279761904
516,2381.197916666667
517,2495.828252693487
518,2981.7264159451665
519,5368.88454861111
520,2256.616729624542
521,2343.339223710317
522,2202.362351190476
523,1939.4515749007937
524,2147.4107142857138
525,1950.2300347222222
526,2612.1477762688705
527,2679.0856528454183
528,2810.3196022727275
529,2659.53125
530,2147.4897693452385
531,2877.739025297619
532,2248.2421875
533,2587.1686168604374
534,2251.536458333333
535,2740.5465086129147
536,2101.9605654761904
537,2767.291436861749
538,1878.75
539,2410.7035195707067
540,2645.340711805555
541,2918.08287957702
542,2164.84375
543,2535.346912202381
544,3234.4112723214284
545,3351.166294642858
546,2308.575144473582
547,2206.7931547619046
548,3241.6648065476193
549,2796.4453125000005
550,2828.655443948413
551,2991.7829241071418
552,3645.6903014520203
553,2643.363771645022
554,2300.3645833333335
555,2894.158662518038
556,1706.357886904762
557,2194.140625
558,2807.441659902597
559,2187.5309586247085
560,1956.822916666667
561,2568.684895833334
562,2903.415150387807
563,2732.2039310515875
564,2895.143229166667
565,2205.0390625
566,2108.452380952381
567,2227.9724702380954
568,2466.222267316018
569,2565.141536290131
570,2573.046875
571,2052.0819675116554
572,1933.0902777777778
573,2424.7250124007933
574,1981.2492531340192
575,1872.0334201388882
576,1761.7643229166667
577,2667.9906378343876
578,2501.7352569305704
579,3141.745494089244
580,2678.984375
581,2450.4557291666665
582,2021.6499255952385
583,4514.47694249966
584,2515.262276785714
585,2287.074032738095
586,1960.2306547619048
587,2383.3333333333335
588,1949.9479166666665
589,2513.2217261904757
590,3803.0443948412703
591,2169.166666666667
592,3206.116848454855
593,1852.0833333333333
594,2369.7395833333335
595,2170.5794075715944
596,3003.926711309524
597,2615.886346726191
598,2034.7395833333333
599,2341.644345238095
600,2085.390625
601,2392.7083333333335
602,2127.779017857143
603,1904.5870535714287
604,3202.711743551588
605,3398.2366071428573
606,2461.93359375
607,2158.353794642858
608,3539.921875
609,3394.3886972402597
610,2516.3490936147195
611,2990.6547619047624
612,3190.409226190476
613,2980.703125
614,2554.6614583333335
615,2547.335914040274
616,2048.003134018759
617,3253.7686011904766
618,2045.260416666667
619,1997.8656391351708
620,1982.5669642857142
621,1959.85367063492
622,2379.21875
623,2225.0368923611113
624,1895.3125
625,1997.1375868055552
626,2191.640625
627,1887.7083333333335
628,2007.4305555555557
629,2115.528661876318
630,3329.464285714286
631,2973.2009548611118
632,2378.7946428571427
633,2509.205729166667
634,2646.838896780303
635,2691.649925595238
636,2815.9174733686446
637,2948.553757440476
638,3135.1984126984116
639,2182.4358258928564
640,2542.057886556544
641,3045.3683035714284
642,1736.4263731060607
643,3305.824652777778
644,1736.8414546921183
645,2345.6336805555557
646,1842.4191130050503
647,2049.3717870670994
648,2666.3851578109397
649,3884.761284722222
650,2427.734375
651,2889.3666294642853
652,3113.917410714286
653,2305.202477070009
654,2377.3022268530076
655,2849.4255787615166
656,2485.366402260933
657,2980.6433193542566
658,2094.752604166667
659,3707.057291666667
660,2408.872862163878
661,2701.1030505952376
662,2769.4878775738143
663,3292.08299512987
664,2974.959302849928
665,3096.5364583333335
666,1828.5416666666667
667,2021.7950148809527
668,2190.4817708333335
669,2747.643229166667
670,2100.084172021273
671,3596.3913690476193
672,2935.1971726190477
673,3658.6892361111113
674,2043.3984375000002
675,2163.909040178571
676,2872.8551634996943
677,2270.703125
678,2716.081743777056
679,3036.578901965204
680,1920.365203373016
681,2565.334249913179
682,2928.3407738095243
683,2718.883421266234
684,2709.988839285714
685,2585.212569548507
686,2797.369791666667
687,2087.825520833333
688,1921.3541666666663
689,2188.7419394841263
690,2400.3329613095243
691,1818.383556547619
692,3600.2964635191197
693,3409.9516369047615
694,2937.6138321186577
695,2159.5089285714284
696,2406.824776785714
697,2337.4650588127147
698,2733.603670634921
699,2019.8710317460318
700,2441.786640009296
701,2356.4019097222217
702,2620.78125
703,2200.7161458333335
704,2584.21875
705,2175.429858769703
706,2516.4825148809523
707,2775.3508267289276
708,3678.7760416666665
709,3172.2067212301586
710,2809.3638392857147
711,3199.8474702380954
712,2652.1502737713677
713,1509.8958333333333
714,2277.0808585945306
715,2463.5601833062765
716,2541.6294642857147
717,3334.723772321428
718,3176.14944083694
719,2693.4375
720,2867.135416666667
721,1966.3020833333333
722,1767.578125
723,2407.0284121260684
724,2364.53125
725,3263.2812499999995
726,2594.2726934523807
727,3088.8693576388887
728,2925.1612902773295
729,2403.4137975739536
730,2388.7102984586904
731,2705.815662202381
732,2163.6458333333335
733,2416.4843750000005
734,2516.8855970418467
735,1985.6705729166665
736,2800.091596771285
737,2074.330281263876
738,2958.3742277687593
739,2362.7994791666665
740,2593.1231398809523
741,2221.1453433719057
742,2274.8139880952385
743,2355.871895032051
744,1665.842013888889
745,4049.010416666667
746,2984.024113906927
747,3013.795572916666
748,3379.4661458333335
749,2192.857452876984
750,3087.2573390151515
751,1950.7204210719835
752,1959.85367063492
753,3144.7953869047615
754,2834.86328125
755,2369.5275297619046
756,2323.046875
757,3118.766121031746
758,2377.214161706349
759,2679.0856528454183
760,2392.563244047619
761,3059.294169372294
762,1712.8800843253966
763,3398.041294642858
764,2585.6236054845895
765,1949.8899429563492
766,2698.4375
767,2355.9375
768,3642.714533730159
769,2018.2214161706345
770,2263.9880952380954
771,2380.2066739428883
772,1770.0576636904761
773,2216.9798994408366
774,2454.7172619047624
775,3399.3712797619046
776,2795.1376488095234
777,3204.6875
778,2590.440067280081
779,2484.8159739566
780,2597.1478174603176
781,3372.967819940476
782,2138.9428128295317
783,2038.5751488095239
784,2655.565476190476
785,3080.2920386904766
786,2572.1354166666665
787,2204.4010416666665
788,2508.122388487737
789,1969.6372767857147
790,2753.125
791,2921.8750000000005
792,1997.9110863095239
793,4448.202194940477
794,3509.5703125000005
795,2544.9931795634916
796,3233.2225435155124
797,2590.0049603174607
798,2408.6636615784137
799,3428.0915178571427
800,3081.846280889249
801,2143.1315104166665
802,2395.4896405677655
803,3196.9875372023807
804,1843.733258928571
805,2042.48046875
806,1909.2447916666667
807,2123.4133184523807
808,1927.1119400753994
809,3740.182291666667
810,2692.8205510646694
811,2308.7764604482313
812,2498.5677083333335
813,2444.478067505411
814,2455.2215329605033
815,2225.474330357143
816,2802.4839244956434
817,3025.212053571428
818,3430.094922438673
819,2475.444739722083
820,3157.7238343253966
821,2828.1985753016015
822,2907.7799479166665
823,2468.766741071428
824,2045.2473958333333
825,2336.762523500805
826,2454.5629087115153
827,2406.824776785714
828,4589.648723672161
829,2220.0520833333335
830,2617.1754092261904
831,2684.762425074925
832,2438.988405257936
833,3608.6935763888887
834,2990.513854634948
835,3202.2581845238096
836,2265.403645833333
837,2913.917410714286
838,2808.0140280726214
839,2939.9367559523807
840,3164.778645833333
841,2841.430466235154
842,3097.0703125
843,1931.3210227272725
844,2918.9011346726193
845,2688.125
846,1789.1610863095239
847,1664.0269886363635
848,2292.5095087204463
849,1855.311259920635
850,2966.525490568459
851,3172.864583333333
852,2738.216145833333
853,2256.517857142857
854,2849.9024152930406
855,2147.8515890257618
856,1829.6688988095239
857,2479.8196621852408
858,2376.1067708333335
859,2789.5052083333335
860,2491.7720734126983
861,2251.2258184523807
862,2314.2187500000005
863,2505.32520647755
864,1990.1562499999998
865,3139.6138280122655
866,2899.797247023809
867,2187.682291666667
868,2445.492311507937
869,3036.4331577710477
870,2775.070684523809
871,2341.7615327380954
872,2617.330729166667
873,2390.4831236471864
874,2790.631510416667
875,2836.7163001472436
876,2722.756065674227
877,2936.395061102092
878,3172.462251290376
879,2732.8255208333335
880,2199.5442708333335
881,2069.264322916667
882,3588.211495535714
883,1847.85984631858
884,2189.322916666667
885,2425.224786467348
886,1987.7302493513432
887,2329.4037170703077
888,2569.3880208333335
889,3407.4869791666665
890,2703.6458333333335
891,2004.7395833333335
892,2877.142068001443
893,2309.856770833333
894,3876.620163690476
895,2171.6889880952385
896,2481.927083333333
897,3153.827617694805
898,2767.934309613997
899,2401.041666666667
900,2461.2912326388887
901,3205.953684376097
902,3032.527281746032
903,2940.52734375
904,2348.486793154762
905,2767.291436861749
906,1922.5195312500002
907,2441.0806814713064
908,2294.8177083333335
909,2781.810234036796
910,2892.2544642857138
911,2511.819716741591
912,2113.651413690476
913,1815.625
914,3178.9583333333335
915,3100.4348169191917
916,2112.083333333333
917,1973.1770833333333
918,3220.3609476461043
919,1985.6705729166665
920,3041.214633890415
921,2416.180555555555
922,2293.415785648183
923,2981.2062026515155
924,3377.586805555556
925,2280.249565972222
926,3196.9354300213677
927,2613.2512192668437
928,1899.6890550891285
929,1911.7185657224722
930,2384.3292276367206
931,2250.251736111111
932,2983.20782943984
933,1804.996899801587
934,3016.7491319444453
935,2496.8191964285716
936,3282.5800696699134
937,2763.49609375
938,2060.9375
939,1745.3255208333335
940,2429.4140625
941,1867.3676215277778
942,1951.0531374007933
943,2460.6826636904766
944,2867.022402124744
945,2178.6953801406926
946,2596.5559895833335
947,2363.4375
948,2901.5156870039687
949,2797.5076312576307
950,3005.292012674825
951,1986.2220982142853
952,2347.831411210317
953,2826.8497756583697
954,2296.9940476190477
955,2282.2867909000724
956,2898.6552466630587
957,2462.1484375000005
958,2367.578125
959,2736.216743326118
960,2003.986979817058
961,2286.023538093851
962,3178.3984375
963,1502.937314549217
964,3402.9947916666665
965,2737.135416666666
966,3171.9921875
967,2835.518409541847
968,2062.8776041666665
969,2592.2073412698414
970,2024.447544642857
971,2087.864583333333
972,2293.620721726191
973,1922.9803069529207
974,2265.078125
975,2285.2213541666665
976,1846.796875
977,2256.8898809523807
978,2546.1920260883226
979,2008.0822172619048
980,2402.421875
981,2166.614583333333
982,2245.6026785714284
983,2721.5091765873017
984,2197.6741596077536
985,2076.7503720238096
986,2130.1822916666665
987,2605.4510788690473
988,2098.2134679160554
989,2048.402636859668
990,2501.0722492121854
991,3018.1107954545455
992,3661.5972222222226
993,3387.262242965368
994,2523.621961805556
995,3580.535714285714
996,2426.171875
997,2378.561595548039
998,2299.6874999999995
999,3517.983884604979
1000,3364.8586309523807
1001,3197.374272862554
1002,2375.308159722222
1003,2455.2215329605033
1004,1791.7860243055554
1005,4378.085007440476
1006,2198.124718163781
1007,3336.5687567640693
1008,2935.956101190476
1009,2447.954387991394
1010,2637.8732437965637
1011,2142.1744791666665
1012,3734.1754035894664
1013,3259.269903273809
1014,2974.5383522727275
1015,3323.979384330947
1016,2080.7724292190765
1017,2313.606770833333
1018,3316.2109375
1019,1830.1962425595236
1020,2638.861607142857
1021,2264.072251533189
1022,2818.2947933143246
1023,1794.3545386904764
1024,2181.510416666667
1025,3761.344415133479
1026,3360.4923471178154
1027,2065.762648809524
1028,2464.917534722222
1029,2041.652405753968
1030,2017.7091224747476
1031,2439.6007403644844
1032,2648.112048031625
1033,1982.55827539723
1034,2132.7784823683264
1035,2915.1860119047624
1036,2222.1921502976193
1037,1830.537158154346
1038,2219.53125
1039,2481.840126019814
1040,2623.7351190476193
1041,2228.583519345238
1042,3486.2307511600948
1043,2706.555989583334
1044,2066.9308035714284
1045,2834.2771716815714
1046,2952.433035714286
1047,2354.450091407963
1048,2380.559874089861
1049,2074.330281263876
1050,1652.7080233134923
1051,2505.6930721188537
1052,2750.7728794642853
1053,3282.1679687499995
1054,2110.4166666666665
1055,3174.1793156929875
1056,3182.552083333333
1057,2681.7627728174602
1058,2651.324200324932
1059,2459.5501517039584
1060,2540.496806795635
1061,2011.8066128407409
1062,2162.408854166667
1063,2371.2872023809523
1064,3245.500710227273
1065,2849.6633184523807
1066,2353.125
1067,2663.126222735598
1068,2858.603050595238
1069,2757.041790674603
1070,1778.5256583694083
1071,2705.815662202381
1072,2480.002584167638
1073,3710.0675843253957
1074,4153.527715773809
1075,2895.6944444444453
1076,2008.972659285159
1077,3425.651041666667
1078,2817.754216269841
1079,2649.4140625
1080,3108.528645833333
1081,3288.6518928120495
1082,2008.6263020833333
1083,2071.4699449855693
1084,2735.2106227106237
1085,2902.4702380952385
1086,1442.579365079365
1087,2168.9372519841277
1088,2294.6657986111113
1089,2297.427539908008
1090,2907.9244171626983
1091,3054.3833705357147
1092,2462.1484375000005
1093,2931.2983630952385
1094,2666.2061679639814
1095,2712.854972718255
1096,2040.137569794069
1097,3429.4921874999995
1098,2063.151041666667
1099,2312.306055489649
1100,2266.6145833333335
1101,2616.2109375
1102,1978.3035714285713
1103,1911.1439732142858
1104,2129.4270833333335
1105,2519.9336329902735
1106,4233.234794719169
1107,1882.7833581349207
1108,2849.4531249999995
1109,2136.5215773809523
1110,2627.8673735119046
1111,2340.6987847222226
1112,2744.6304563492063
1113,3306.110491071429
1114,3553.6551339285716
1115,2966.068280677656
1116,1994.3377976190475
1117,2349.1731770833335
1118,2567.96875
1119,2938.590339781746
1120,2080.7724292190765
1121,2096.0044642857147
1122,2165.877123510063
1123,2185.1330581948687
1124,2683.5221354166665
1125,2106.199523133117
1126,2267.1875
1127,2891.0329861111113
1128,2080.664992559524
1129,1762.7083333333335
1130,3735.15625
1131,2449.791666666667
1132,3368.046875
1133,2074.2578125
1134,2473.543329500361
1135,2146.66610733017
1136,2839.380788418587
1137,2337.5
1138,2107.66865079365
1139,2225.338541666667
1140,2811.9466145833335
1141,2593.190104166667
1142,1975.3813244047617
1143,3004.3080357142853
1144,3093.7456597222226
1145,2698.119012638335
1146,2770.963541666667
1147,1981.9338474025972
1148,2454.281374007937
1149,1739.720982142857
1150,1999.9987798149562
1151,3251.3039434523816
1152,4866.29182449495
1153,1488.0859375
1154,2305.3125
1155,2387.1254960317456
1156,2684.930555555556
1157,1846.498835225071
1158,3523.063616071429
1159,2185.703125
1160,2004.730902777778
1161,2146.66610733017
1162,1930.7541590354092
1163,2069.2336309523807
1164,2202.891288399101
1165,3080.474330357143
1166,2389.5709043560605
1167,1893.7794518849205
1168,1998.474702380952
1169,1817.9228761179593
1170,2657.760416666666
1171,2368.8383556547615
1172,1521.6982886904764
1173,3105.859375
1174,3263.3120536684837
1175,2439.6007403644844
1176,2369.170386904762
1177,2791.735491071429
1178,2196.9419642857147
1179,1920.8882252092271
1180,2465.101686507937
1181,2816.914682539682
1182,3201.276041666667
1183,1827.3649321598534
1184,3022.760473033911
1185,2342.761656746032
1186,2414.947916666667
1187,2405.496031746032
1188,2636.874887265512
1189,2711.518787202381
1190,2824.425223214285
1191,2357.65625
1192,2446.1588541666665
1193,3591.0807291666665
1194,2111.7159598214284
1195,2394.572172619047
1196,2696.40625
1197,1881.972825351732
1198,2484.765625
1199,2310.3162202380954
1200,2330.0201512896824
1201,2602.1182439408176
1202,3008.2353670634916
1203,2947.0579398899717
1204,3196.5796638257575
1205,2455.459386533605
1206,1984.610615079365
1207,2246.3541666666665
1208,2328.4375
1209,1939.4791666666667
1210,4046.5381916260826
1211,2889.625277066684
1212,2212.5
1213,3361.7491037608233
1214,2263.9624286303974
1215,2657.0526413690477
1216,2355.8221726190477
1217,3094.9404761904757
1218,3026.8954613095234
1219,2115.807291666667
1220,2977.7399271735203
1221,2275.106026785714
1222,2168.1640625
1223,2121.127232142857
1224,2569.4884672619046
1225,2784.319196428571
1226,2107.6946924603176
1227,1841.666666666667
1228,2180.5350942460323
1229,2232.160218253968
1230,2586.0677083333335
1231,2839.7860863095243
1232,3857.2916666666665
1233,2225.487351190476
1234,3584.925454319987
1235,1833.8197544642856
1236,2652.4826388888887
1237,1960.9207589285716
1238,1666.6346434407094
1239,2169.6056547619046
1240,2312.306055489649
1241,2958.7890625
1242,2512.0326624968175
1243,2297.9600694444453
1244,1992.0768229166667
1245,2333.584449404762
1246,1857.9427083333333
1247,2131.845970869408
1248,2138.255208333333
1249,2071.3541666666665
1250,2454.281374007937
1251,2266.0683715224814
1252,2782.182849702381
1253,2467.2573458378833
1254,2631.5940874000385
1255,4340.089172979797
1256,2538.2865594245422
1257,2443.604910714286
1258,2519.127604166667
1259,1736.3374255952378
1260,2328.9250202922076
1261,1826.8580638111887
1262,2021.7950148809527
1263,2129.711681547619
1264,1558.59375
1265,1613.649553571429
1266,1914.4661458333333
1267,2835.8372286935555
1268,2520.885416666667
1269,2346.3040554217023
1270,2609.9706608495662
1271,2054.8828125
1272,1647.2916666666667
1273,3102.524547934704
1274,2449.4587053571436
1275,2240.942319399351
1276,3102.213541666667
1277,3028.989964029027
1278,2531.3318452380954
1279,2792.4851190476193
1280,2922.4116161616157
1281,2709.80818226912
1282,3384.661458333333
1283,2225.78125
1284,2130.84232390873
1285,3287.9279964826837
1286,2037.640603753885
1287,3560.2529198232332
1288,2356.078869047619
1289,2343.1296502976193
1290,1969.3637648900808
1291,2276.556186868687
1292,1957.4597212683154
1293,2277.3065476190477
1294,3282.7418154761904
1295,2103.4300595238096
1296,3032.4952651515146
1297,2542.3663836163832
1298,2987.154017857143
1299,2288.7109375
1300,4234.20781475469
1301,2147.2281125992067
1302,2724.7829861111104
1303,2098.4564112103176
1304,3588.3463541666665
1305,3057.0052083333335
1306,2165.877123510063
1307,3784.1406250000005
1308,1637.6432291666665
1309,2234.3368061531837
1310,2547.8637464059466
1311,2626.199776785714
1312,3005.414186507936
1313,3114.515438988095
1314,2185.872395833333
1315,2450.0
1316,2716.165984623016
1317,1851.1298082222625
